,User,listed_count,followers_count,text,retweets,favorites
567,CabellosEffect,69,7210,These people out here eating mexican food and talking how Trump should be deporting more people. I hope they choke… https://t.co/zbKvTTCmxM,0,2
568,cbelive_com,64,1230,"clickhere https://t.co/uDjPaszNtz ""World’s Diplomats, Seeking a Bridge to Trump, Eye Haley"" by SOMINI SENGUPTA vi… https://t.co/uDjPaszNtz",0,0
569,angiekins38,7,297,RT @DavidCornDC: What did Trump know and when did he know it--about Flynn's before-and-after-election contacts with Russian ambassador?,1620,0
570,El_Universal_Mx,23525,4349581,En #Guadalajara se manifiestan contra #Trump y contra el #Gasolinazo desde la Plaza de Armas https://t.co/hTOEerc8Li https://t.co/r1MXYRRKsn,2,2
571,shdwcat,15,144,RT @ezraklein: This is the best thing you'll read on SNL and Trump: https://t.co/85xd7yebNc,74,0
572,ceasudethe1978,2,7,RT @tamoorh: Reading Trump tweets https://t.co/yFDOZGLq3t,133804,0
573,AndreaMoignard,100,20518,"RT @nycjim: While Trump was tweeting about how the media mistreated Ivanka, North Korea test-fired a ballistic missile. https://t.co/ZnnzB8…",4263,0
574,HarryG54321,4,189,"RT @2ALAW: Let's Make This Go Viral 🌏

Retweet If You Stand With Ivanka Trump!! 

#Trump
@IvankaTrump 🇺🇸 https://t.co/8wgbeeb95S",3431,0
575,realmojesse5372,396,4284,"RT @sunnykcollins: CALL NANCY PELOSI TO TELL HER THAT SHE SHOULD ADDRESS 

HER MENTAL HEALTH PROBLEMS

AND SUSPEND ATTACK ON PRESIDENT TRUM…",73,0
576,explorerla,29,469,RT @Nacion321: #MarchaPorMéxico @WallaceIsabel fue confrontada por una ciudadana que le gritó asesina --&gt; https://t.co/ybx3XYUkNS https://t…,8,0
577,IaM__NiCeYpOoH,4,74,RT @DRUDGE_REPORT: TRUMP AND TRUDEAU SET FOR MEET...,49,0
578,NOLALeyda,102,672,"RT @nielslesniewski: A natural-born citizen was forced to hand over a NASA-issued cell phone to be searched by CBP?

 https://t.co/fNM2r2A1…",5,0
579,Swissairliner,147,1822,"RT @Uncle_Jimbo: Exec Orders 
Stopping immigration 

#Trump- 1
#Obama- 19
#Bush- 6
#Clinton- 12
#Bush- 1
#Reagan- 5 

https://t.co/K2kSrYxU…",1100,0
580,mawlaaya,1,317,"Il ne fume pas, il ne sniff pas. Ni hascich ni opium. Il ne boit pas.... il ne.. il ne .... mais il ne tient pas de… https://t.co/oL5XvTOm54",0,0
581,MaryToGo,23,263,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12795,0
582,KnudsenColleen,141,1056,"RT @Barbi520: The lawyer Donald Trump chose to represent him at the Supreme Court no longer wants the job
https://t.co/4CeQKFYhP0 https://t…",8,0
583,Doramary,364,13610,"RT @MrSpock2017: Is Trump Adv Steve Schwarzman, CEO of Blackstone Group, The Missing Link In The Trump/Rosneft Scandal? https://t.co/6hfKwS…",123,0
584,jp25f,46,611,RT @ericgeller: The People's Court segment was the best part of SNL last night. https://t.co/txzUue8Xkj https://t.co/ffyM7wlNas,17,0
585,Jakee_parker,0,7,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9951,0
586,blawlawlaw,13,292,"Reminder: Trump, Miller, and Bannon are domestic enemies of the Constitution. https://t.co/jvgpV9gikg",0,0
587,mommags2579,477,9236,"RT @RiskyPeter: @loumay48 @andyvblue @TrumpsNewsDaily @IngrahamAngle @seanhannity @MerlotGrey @foxandfriends @POTUS @mommags2579 

https://…",1,0
588,MemeQueen_VOTS,2,164,RT @Breznican: BREAKING: Trump advisor Stephen Miller confirms it rubs the lotion on its skin or else it gets the hose again. https://t.co/…,1908,0
589,ccollins43,0,2,@USATOpinion @USATODAY Trump irresponsible comments threaten our democracy. He must stop this!,0,0
590,citizen_7779,0,5,RT @alldaymax1: Remember how Trump got mad that Melissa McCarthy played Sean Spicer on #SNL? Introducing  LESLIE JONES AS TRUMP https://t.c…,124,0
591,7_clare,4,66,RT @Trollin_Trump: I love calling trump supporters Nazis because finally there's an N-word that offends racist white people,44,0
592,bmangh,325,65117,https://t.co/vTHqxzxSq7,0,0
593,gerardeprez,107,1746,L'UE doit-elle résister à Trump? Marine Le Pen est-elle son miroir européen? Mes réponses dans le Bar de l'Europe https://t.co/IRhASTcj6l,0,0
594,AfriKmilo,34,1506,Bien que protesten contra Peña Nieto pero muy estupidos si no piensan en las consecuencias de sacarlo justo ahora y dejarle el país a Trump.,0,0
595,diarioas,11349,2223478,"RT @AS_NBA: Donald Trump, a Mark Cuban: ""No tienes inteligencia para ser candidato a presidente"". https://t.co/W3x8uPIOlW https://t.co/3vBb…",2,0
596,ayo__jujuana,19,19,RT @jonathanalter: Highly-useful @Kasparov63 interview. The chess master and Putin foe says stay cool &amp; make Trump look like a loser.  http…,22,0
597,goddessdani74,3,227,RT @MotherJones: How the Black Lives Matter movement is mobilizing against Trump https://t.co/H0JgilkJDJ https://t.co/CAEWyoKUpE,19,0
598,Eyemsue,10,143,RT @StopTrump2020: How do you feel about Trump's first weeks in office? (Pls RT so more can answer),186,0
599,gayvillager,0,113,RT @BernieSanders: When Donald Trump attacks the  media as “fake news” what he is doing is trying to move our country in an authoritarian d…,9951,0
600,mmboulama,19,423,RT @afpfr: Malaise autour du traditionnel dîner des correspondants de la Maison-Blanche sous l'ère Trump https://t.co/pwUirMK8tC par @rleve…,53,0
601,SmartySampson,29,715,RT @ggreenwald: New article today based *exclusively* on anonymous intel claims that NSA is withholding info from Trump. Not just believed…,75,0
602,petgodess,37,1606,RT @StefanMolyneux: Your daily reminder that the President Donald Trump has full legal authority to restrict immigration to the United Stat…,197,0
603,DaddySpanked,19,238,RT @AMike4761: Poll Shows Majority In U.S. Now Optimistic About Job Market For First Time In 16+ Years thanks to Donald Trump https://t.co/…,33,0
604,FedS1sam3,13,1201,Donald Trump has grabbed me for the last time i'm out of here. https://t.co/xLISHgASxo,0,0
605,peter25631,17,124,RT @DavidJo52951945: Geert Wilders vows to deislamise Holland as he takes the lead in the polls as he compares mosques to Nazi temples http…,159,0
606,crzeladi,36,398,"RT @PICOnetwork: “We need 2 build trust between our immigrants and law enforcement, not antagonize &amp; drive wedges.""- @Scott_Wiener

https:/…",1,0
607,WhatWouid_Pj_Do,139,66,RT @WayneDupreeShow: Pelosi is so phony! She's trying To Paint Trump As Mentally Ill; Watch This Instead!   https://t.co/Ssnp6x8mtg,139,0
608,GalacticaZ,2,7,RT @ginag63: If the #GOP didn't jump on Trump's #Nazi Train this nightmare would not be happening #TheResistance https://t.co/9KNpW2L0XS,14,0
609,Migman_72,1,6,"RT @GeorgeTakei: Overheard this new title for Trump: SCROTUS. The ""So-Called Ruler of the United States.""",7152,0
610,BelkissObadia,579,11786,"RT @allinwithchris: .@RepBobbyRush: “My challenge to Trump – Trump, bring your rump into the city of Chicago” #inners https://t.co/AxzDyvXf…",345,0
611,T13,7409,2701572,Diario dominicano pide disculpas tras confundir a Donald Trump con actor Alec Baldwin » https://t.co/Vw0pRutyUy https://t.co/uc1mkdc29N,0,1
612,sefaozturk33,0,16,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12797,0
613,RalphyBoyUSA,42,3971,RT @JackBPR: Trump adviser Stephen Miller gets mad kudos for schooling Chris Wallace Sunday; people are impressed! https://t.co/PNZYAi6P3P…,25,0
614,JerPendleton,1,109,RT @THR: Read Meryl Streep's entire speech on Donald Trump and trans rights https://t.co/6otAfDc249,147,0
615,weareteamtrump,337,1354,"Join the Trump Hotels team! See our latest #job opening here: https://t.co/MoU7naUZsg #Hospitality #Washington, DC #Hiring",0,0
616,Lisamseltzer,14,74,RT @BeauWillimon: From a friend in Mexico City. Big March there today to #resist Trump. Gracias! https://t.co/OON7azVA1G,14,0
617,sugarvill,8,66,"RT @MiddleEastEye: Steve Bannon radicalising Christians to become ""militant"" and ""fight"" https://t.co/FlhKuEZrUd https://t.co/4Wp3awbH8x",167,0
618,bratknits,23,173,"RT @JuddLegum: 3. Trump initially promised ""no new deals"" as president. Eric and Don are expanding the Trump Org footprint at home and abro…",30,0
619,kafkasdad,42,567,@dwp1970 @EnweerMohamed @Potus__Trump @joey_girardi @BzShannon @AlegnaXXV Keep believing in fairytales idiot 👍😂,0,0
620,yoavsibony,57,923,RT @JuddLegum: 1. Absolutely stunning interviews by @EricLiptonNYT w/Don Jr. and Eric about how they are running the Trump Org. https://t.c…,72,0
621,Kalei53scop3,51,439,But thinking about it ...I saw the news on $JWN the day before and I never assumed trump would attack,0,0
622,joycelynaurora,64,513,"RT @marianaatencio: Tina Arriola, 10, holds a sign that reads: 'I'm also gringa' in Anti-Trump rally in Mexico @NBCNews https://t.co/Pq0Srz…",10,0
623,csilverandgold,2,267,RT @davidsirota: EXCLUSIVE: Docs show Trump Labor Secretary nominee owes big money to convicted bank that’s seeking Labor Dept waiver https…,154,0
624,PetCzar,55,3108,"RT @CheriJacobus: @mindyfinn if the GOP Congress refuses to investigate Trump on Russia, 2018 midterms will be a bloodbath",18,0
625,knostic64,1,34,RT @SenSanders: Donald Trump was going to drain the swamp. Well guess who's running the swamp now: the same Wall Street guys.,6856,0
626,incognito998,0,6,The Trump Team's Talks With Russia Before the Inauguration May Actually Have Been Illegal https://t.co/l7eHZCakBb via @TeenVogue,0,0
627,leonia_19,6,117,RT @RawStory: Conservative pundit: Trump only uses ‘cringe-worthy’ surrogates because no one else will lie for him https://t.co/moXlpfubzF…,47,0
628,nikshmatko,217,4213,"RT @nikshmatko: President Donald Trump - this is Mount Everest! He hears the howl of some animals, but it is not a threat! https://t.co/TwX…",66,0
629,sherman_sherrie,13,105,"RT @nbcsnl: President Trump v. the Ninth Circuit Court judges. 

📺 Trump People's Court: https://t.co/Yx4fqw5oLU #SNL https://t.co/dVwx3OTL…",279,0
630,normangoldman,439,14003,"RT @MSignorile: Targeting mothers &amp; children, hideous --&gt;Trump: Raids targeting immigrants are 'the keeping of my campaign promise' https:/…",10,0
631,MollyJongFast,178,4521,RT @billyeichner: Trump is apparently very annoyed by this picture of #PresidentBannon on the cover of Time. Please RT. https://t.co/KsDkkw…,53814,0
632,ArthurCSchaper,88,1996,"RT @asamjulian: Democrats are so unhinged right now, their hatred for Trump completely overshadows concerns for border security and crime w…",329,0
633,jillethelmurray,141,898,"RT @WestWingReport: Net job approval after three weeks (Gallup)
Reagan +38
Bush HW +49
Clinton +17
BushW +32
Obama +43
Trump -15
(first pos…",80,0
634,BartLuann,0,80,"RT @RBReich: As we enter the 4th bizarre week of Trump’s presidency, we are faced with lies aren’t just embellishments of... https://t.co/Q…",204,0
635,AustinTobak,185,595,"RT @20committee: EXCLUSIVE ===&gt; IC pushes back against a White House it considers leaky, untruthful and penetrated by the Kremlin

https://…",1234,0
636,hunnybunny150,2,1371,https://t.co/06JMQR9Xp8,0,0
637,KSmithSF,79,617,"RT @JuddLegum: 3. Trump initially promised ""no new deals"" as president. Eric and Don are expanding the Trump Org footprint at home and abro…",30,0
638,DaroldCuba,225,3106,"RT @nytimes: ""Donald Trump has indeed already made some of America Great Again. Just not the aspects he intended"" https://t.co/EUBBamLBDi v…",340,0
639,StopPlaasmoorde,0,312,RT @steve_hofmeyr: Ek onttrek van die Kommandosorg/Trump onderneming https://t.co/XoZSIuyfMp,6,0
640,Call_Me_Pokey73,1,13,RT @JuddLegum: Trump’s chief policy advisor says the president’s power ‘will not be questioned’ https://t.co/2MTF1mEoqi https://t.co/m6D8Js…,128,0
641,poeslilhelper,75,1432,"RT @glsmith04: ""Trump's Gold Lining,"" a @nytimes op-ed by Ms. @maureendowd ... pretty good. https://t.co/Frz3ihj6p9",27,0
642,barthare,3,78,RT @TrumpsNewsDaily: VIDEO: Trump To Sign BRAND NEW Immigration Order That Will REINSTATE THE BAN! https://t.co/0932y1cPE0,119,0
643,Invader_Jay,0,62,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12797,0
644,rmltpie,179,1285,"RT @dranniehickox: Wow. This is troubling. 
Trump Attacks Disabled Children By Removing Disability Education Rights Website https://t.co/p8…",10,0
645,mariluzza,65,2962,"RT @RuidoEnLaRed: También se escuchó el ""Fuera Peña"" en #VibraMx (vía @ElBigDataMx) https://t.co/k6GbbppFgX https://t.co/bC4vMHnJa9",16,0
646,ArdidDeLaRazon,120,200,"Si te gustó dale un Like, investiga, comenta y comparte.
Suscríbete ---&gt; https://t.co/ximzWepADe https://t.co/rOCbq1H7NR",0,0
647,614th7thcorps,5,117,@brianj5668 @FightingMad1 @22JHNative @SpeakerRyan Fuckk Trump.,0,0
648,LiberalJoc,20,294,RT @bucha_books_soc: https://t.co/YY2wS2NXfH,59,0
649,KatCapps,506,31148,"RT @JuddLegum: 2. They are supposed to be separate from Trump and the presidency. Eric tells the NYT ""we are extensions of him"" https://t.c…",43,0
650,Skipp1962,2,51,"Bush and Obama blocked Syrian Refugees, but Trump can’t? https://t.co/cUIdprw5c8",0,0
651,themindofkrw,1,253,RT @kirschan: @4eyesJohnny @Impeach_D_Trump Where does he find these guys? Every single one = the creepy guy you instinctively avoid at par…,4,0
652,AblokeimetAus,57,244,"RT @jricole: Give us your Huddled Scientists: France woos US Climate Researchers, Inventors in age of Trump https://t.co/E2ENWpY9TU",28,0
653,jcr914,45,259,My god. Their regime is getting worse. Get them out. I want to see all the trump voters get treated like this. Disg… https://t.co/ArxhpNRlJL,0,0
654,tilnamala1971,1,4,"RT @ABCPolitics: Trump advisor Stephen Miller backs Press Sec. Spicer's comments on Pres. Trump's Nordstrom tweet: ""Sean Spicer, as always,…",467,0
655,bullm00se,33,103,"RT @jonswaine: Trump campaign pilot who was fired for alleged violent assault is now at Mar-a-Lago, claiming to be on security team https:/…",93,0
656,hs75uk,1,277,"RT @BernieSanders: Trump is a total hypocrite. He campaigned saying I'm going to take on Wall Street, and then he hires the president of Go…",4901,0
657,rodjoneswriter1,10,234,"Melania Trump costs US more than budget of National Endowment for the Arts
Footing the Bill for Trumps, via @nytimes https://t.co/t4ERLQCzWE",0,0
658,Way2gosassy,68,2995,"RT @GabrielDanRadu: The Gypsy Stomping, Slapping Team stands ready for the Trump Impeachment Show! 

https://t.co/aNawQ08R74",2,0
659,robbway71,9,111,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12797,0
660,Andsoithasbegun,0,11,RT @davidfrum: Urgently necessary interview with @Kasparov63 about Trump authoritarianism &amp; compromised links to Russia https://t.co/yFS5RC…,192,0
661,JohnyWishbone,0,1,real donald trump please look into this (seg) it will create millions of jobs it has been developed south california searl effect generator,0,0
662,4peacetweets,1,212,RT @Scott_Gilmore: Senior intel official: NSA withholding intelligence from Trump due to belief White House penetrated by Kremlin.  https:/…,2866,0
663,CrabbeAnita,95,623,"RT @YouGiveMeFever7: Flynn claims he isn't ""certain he didn't discuss sanctions"" with Russia.  So either he's lying or a victim of dementia…",4,0
664,maureeeenn,4,276,RT @SenSanders: I disagreed with President Bush all the time. I never called him a pathological liar. He was just conservative. But Trump l…,12797,0
665,BleighTaylor,0,2,"RT @BernieSanders: Trump is a total hypocrite. He campaigned saying I'm going to take on Wall Street, and then he hires the president of Go…",4901,0
666,jaras808,387,433,RT @gazeta_wyborcza: Frank-Walter Steinmeier - prezydent anty-Trump https://t.co/80qSGpnxkl by @Bart_Wielinski https://t.co/qtvWZ1q8ci,6,0
667,The_Alma_D,127,750,"RT @SarahMaslinNir: In the Trump store inside Trump Towers, sales woman told me ""It's all made in America."" Actually none is. https://t.co/…",1239,0
668,E_ZNAK,3,166,"RT @AristeguiOnline: Así fue #AristeguiEnVivo 8/02: llamada Peña-Trump, Ley de Seguridad Interior, Aquila, investigación en España https://…",5,0
